6 9
 1.000000e+00  -1.505360e-07  -2.213560e-11   9.691490e-13  9.999940e-01  -3.467590e-05  -2.143930e-08   3.719690e-10  9.984430e-01  -1.410130e-03   8.469080e-07   3.333980e-08  9.927490e-01  -3.791290e-03   1.639770e-05   1.797410e-08  6.053260e-01	5.959250e-04  -2.397760e-05   2.000600e-07  8.903170e-01  -1.117750e-02   1.539090e-04  -7.754110e-07
 7.329120e-01	2.559570e-03  -2.966230e-05   1.735300e-07 -0.65  0.975  6.913910e-01	4.007280e-03  -4.139870e-05   1.878540e-07 -0.65  0.982  6.939110e-01	4.040160e-03  -2.893020e-05   7.814020e-08 -0.65  0.988  7.151180e-01	4.602720e-03  -3.478610e-05   9.010970e-08 -0.65  0.995  8.733010e-01	2.966810e-03  -4.559590e-05   2.484860e-07 -0.34  0.993  6.407930e-01	9.699280e-03  -1.114160e-04   4.636570e-07 -0.53  0.990
-2.864230e-01	1.644250e+03  -4.353510e+01   3.621880e+02 -4.550630e-01	1.653200e+03  -1.412550e+02   5.286380e+02 -2.988130e-01	1.648660e+03  -8.328830e+01   3.797880e+02 -5.287480e-01	1.657050e+03   9.914700e+01   5.746940e+01  3.261540e+00	1.513990e+03   1.225590e+02  -1.890530e+03  3.119350e-01	1.608460e+03   1.058740e+03  -2.174810e+03
 1.000000e+00  -1.757740e-07   6.253680e-10  -6.665880e-12  1.000000e+00  -3.598880e-05  -3.689640e-08   3.881930e-10  1.000060e+00  -1.637220e-03   7.569920e-06  -5.522880e-08  9.988660e-01  -4.635150e-03   4.516520e-05  -3.553420e-07  5.925080e-01	1.506220e-03  -8.448220e-05   1.036610e-06  9.593890e-01  -1.820170e-02   4.049180e-04  -3.751250e-06
 7.329120e-01	2.559570e-03  -2.966230e-05   1.735300e-07 -0.65  0.975  6.913910e-01	4.007280e-03  -4.139870e-05   1.878540e-07 -0.65  0.982  6.939110e-01	4.040160e-03  -2.893020e-05   7.814020e-08 -0.65  0.988  7.151180e-01	4.602720e-03  -3.478610e-05   9.010970e-08 -0.65  0.995  8.733010e-01	2.966810e-03  -4.559590e-05   2.484860e-07 -0.34  0.993  6.407930e-01	9.699280e-03  -1.114160e-04   4.636570e-07 -0.53  0.990
-1.006160e-01	1.647920e+03  -7.321520e+01   4.437320e+02 -1.717000e-01	1.652230e+03  -9.413600e+01   5.422800e+02 -4.100190e-01	1.667880e+03  -3.089560e+02   1.160670e+03  3.999180e-01	1.604530e+03   1.369670e+03  -4.464300e+03  2.218730e+00	1.452220e+03   6.457670e+02  -4.856090e+03  8.739620e-01	1.567220e+03   2.235530e+03  -7.101120e+03
 1.000000e+00  -1.525790e-07   1.047140e-10  -5.881120e-13  1.000010e+00  -3.529940e-05   2.095000e-08  -1.121130e-10  1.001910e+00  -1.747600e-03   1.209690e-05  -6.117570e-08  1.003950e+00  -4.639990e-03   4.447700e-05  -2.144550e-07  5.991730e-01	3.653910e-04  -1.012070e-05   5.226090e-08  9.452740e-01  -1.238280e-02   1.617750e-04  -7.458330e-07
 7.553020e-01	4.255520e-04  -6.592990e-06   3.256030e-08 -0.65  0.990  7.508030e-01	9.612830e-04  -1.446280e-05   7.077780e-08 -0.65  0.991  7.433920e-01	2.235160e-03  -2.857680e-05   1.426670e-07 -0.63  0.993  7.459680e-01	3.876250e-03  -5.017430e-05   2.503130e-07 -0.60  0.995  8.741330e-01	2.993830e-03  -4.363350e-05   2.108650e-07 -0.33  0.992  6.695660e-01	9.219370e-03  -1.261250e-04   6.020810e-07 -0.50  0.992
-1.006160e-01	1.647920e+03  -7.321520e+01   4.437320e+02 -1.717000e-01	1.652230e+03  -9.413600e+01   5.422800e+02 -4.100190e-01	1.667880e+03  -3.089560e+02   1.160670e+03  3.999180e-01	1.604530e+03   1.369670e+03  -4.464300e+03  2.218730e+00	1.452220e+03   6.457670e+02  -4.856090e+03  8.739620e-01	1.567220e+03   2.235530e+03  -7.101120e+03
 1.000000e+00  -1.525790e-07   1.047140e-10  -5.881120e-13  1.000010e+00  -3.529940e-05   2.095000e-08  -1.121130e-10  1.001910e+00  -1.747600e-03   1.209690e-05  -6.117570e-08  1.003950e+00  -4.639990e-03   4.447700e-05  -2.144550e-07  5.991730e-01	3.653910e-04  -1.012070e-05   5.226090e-08  9.452740e-01  -1.238280e-02   1.617750e-04  -7.458330e-07
 7.553020e-01	4.255520e-04  -6.592990e-06   3.256030e-08 -0.65  0.990  7.508030e-01	9.612830e-04  -1.446280e-05   7.077780e-08 -0.65  0.991  7.433920e-01	2.235160e-03  -2.857680e-05   1.426670e-07 -0.63  0.993  7.459680e-01	3.876250e-03  -5.017430e-05   2.503130e-07 -0.60  0.995  8.741330e-01	2.993830e-03  -4.363350e-05   2.108650e-07 -0.33  0.992  6.695660e-01	9.219370e-03  -1.261250e-04   6.020810e-07 -0.50  0.992
-2.864230e-01	1.644250e+03  -4.353510e+01   3.621880e+02 -4.550630e-01	1.653200e+03  -1.412550e+02   5.286380e+02 -2.988130e-01	1.648660e+03  -8.328830e+01   3.797880e+02 -5.287480e-01	1.657050e+03   9.914700e+01   5.746940e+01  3.261540e+00	1.513990e+03   1.225590e+02  -1.890530e+03  3.119350e-01	1.608460e+03   1.058740e+03  -2.174810e+03
 1.000000e+00  -1.757740e-07   6.253680e-10  -6.665880e-12  1.000000e+00  -3.598880e-05  -3.689640e-08   3.881930e-10  1.000060e+00  -1.637220e-03   7.569920e-06  -5.522880e-08  9.988660e-01  -4.635150e-03   4.516520e-05  -3.553420e-07  5.925080e-01	1.506220e-03  -8.448220e-05   1.036610e-06  9.593890e-01  -1.820170e-02   4.049180e-04  -3.751250e-06
 7.329120e-01	2.559570e-03  -2.966230e-05   1.735300e-07 -0.65  0.975  6.913910e-01	4.007280e-03  -4.139870e-05   1.878540e-07 -0.65  0.982  6.939110e-01	4.040160e-03  -2.893020e-05   7.814020e-08 -0.65  0.988  7.151180e-01	4.602720e-03  -3.478610e-05   9.010970e-08 -0.65  0.995  8.733010e-01	2.966810e-03  -4.559590e-05   2.484860e-07 -0.34  0.993  6.407930e-01	9.699280e-03  -1.114160e-04   4.636570e-07 -0.53  0.990
