         Step =  1799  Time=   899.500 sec. Max. pressure corr.= 0.136E+01 Max. CFL= 0.899E-01 Max. CFL_acoustic= 0.000E+00
           Elapsed time =    0.002 min.  User time =    0.002 min.  System time =    0.000 min. 

           Wrote time series in OUTPUT/T_S
           Max & Min pdiag                 0.5375    44     1     3         -0.4937   173     1     2
           Max & Min tdiag               376.4328    88     1     3      -1080.3706    83     1     2
           Max & Min qdiag                 0.0000     1     1     1          0.0000     1     1     1
           Max & Min ldiag                 0.0000     1     1     1          0.0000     1     1     1
           Max & Min rdiag                 0.0000     1     1     1          0.0000     1     1     1
           Max & Min udiag                -0.0000     1     1     1         -0.0000     1     1     1
           Max & Min vdiag                 0.0000     1     1     1          0.0000     1     1     1
           Max & Min wdiag                 0.2719   192     1     1         -0.2719   192     1     2
           Max & Min pdiag                 0.0000     1     1     1          0.0000     1     1     1
           Max & Min tdiag                 0.0000     1     1     1          0.0000     1     1     1
           Max & Min qdiag                 0.0000     1     1     1          0.0000     1     1     1
           Max & Min ldiag                 0.0000     1     1     1          0.0000     1     1     1
           Max & Min rdiag                 0.0000     1     1     1          0.0000     1     1     1
           Max & Min udiag                 2.6612   215     1     1         -2.6612    44     1     1
           Max & Min vdiag                 0.0000     1     1     1          0.0000     1     1     1
           Max & Min wdiag                 0.6961    44     1     1         -0.7424   169     1     5
           Max & Min pdiag                 0.0006   257     1     1         -0.0001   257     1     7
           Max & Min tdiag                 0.0000     1     1     1          0.0000     1     1     1
           Max & Min qdiag                 0.0000     1     1     1          0.0000     1     1     1
           Max & Min ldiag                 0.0000     1     1     1          0.0000     1     1     1
           Max & Min rdiag                 0.0000     1     1     1          0.0000     1     1     1
           Max & Min udiag                 1.4149   215     1     1         -1.4149    44     1     1
           Max & Min vdiag                 0.0000     1     1     1          0.0000     1     1     1
           Max & Min wdiag                 1.1108    44     1     1         -1.1042    44     1     2
           Max & Min pdiag                 0.0000     1     1     1          0.0000     1     1     1
           Max & Min tdiag                 0.1204    84     1     1         -0.1644   202     1     2
           Max & Min qdiag                 0.0000     1     1     1          0.0000     1     1     1
           Max & Min ldiag                 0.0000     1     1     1          0.0000     1     1     1
           Max & Min rdiag                 0.0000     1     1     1          0.0000     1     1     1
 SUCCESS writing netcdf file ./OUTPUT/current.nc
 SUCCESS writing netcdf file ./OUTPUT/profiles.nc
           Wrote restart data in OUTPUT/restart.dat and OUTPUT/REF0
         Step =  1800  Time=   900.000 sec. Max. pressure corr.= 0.136E+01 Max. CFL= 0.899E-01 Max. CFL_acoustic= 0.000E+00
           Elapsed time =    0.003 min.  User time =    0.003 min.  System time =    0.000 min. 

  
 Ending Time: SEP 18, 2017   09:42:25.110
 
 MIMICA ENDED NORMALLY
